"Story","Title","Result","Date","Stability","Duration (s)"
"Funcionalidad Gestión de usuario","ELiminar el usuario en la petStore","SUCCESS","2023-03-15T16:25:22.848271-05:00[America/Lima]","0.0","8.74"
